CitationNumber,OfficerBadgeNo,CitationDate,CitationTime,OffenseDate,OffenseTime,WeatherCondition,CaseNumber,ViolatorPartyType,ViolatorAge,ViolatorSex,ViolatorRace,ViolatorEthnicity,VehYear,VehMake,VehModel,VehType,PrimaryBlock,PrimaryStreet,CrossStreet,DirectionOfTravel,Arrest,ViolationStopResult,ViolationOffenseType,ViolationDescription,Offense_Code,OffenseSubCode,Violation_Notes,CourtRequired,ObservedSpeed,PostedSpeed,SpeedDetermined,RadarMovSta,Radar_LidarNo,Accident,OfficerNotes,DiagramFilename,ReasonForStop,TypeOfSearch,VehicleSearch,ObjectId
CS0151521,882,2021/02/11 00:00:00+00,2023/02/01 16:58:00+00,2021/02/11 00:00:00+00,2023/02/01 16:58:00+00,RAIN,40182,DRIVER,39,F,WHITE,W,2004,HONDA,ACCORD,PASS,25TH,AVENUE,STREET,S,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),(M) UNLICENSED OPERATOR,N,,,,,,N,,,,,4D,836
CS0216160,530,2021/02/11 00:00:00+00,2023/02/01 10:09:00+00,2021/02/11 00:00:00+00,2023/02/01 10:09:00+00,,39800,DRIVER,17,F,HISPANIC,W,2011,HYUNDAI,,PASS,,FREEPORT BLVD,FLORIN RD,N,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,65,50,LIDAR,HANDHELD,,N,,,,,,837
CS0210908,931,2021/02/11 00:00:00+00,2023/02/01 10:57:00+00,2021/02/11 00:00:00+00,2023/02/01 10:57:00+00,,39849,DRIVER,54,M,HISPANIC,W,1995,LEXUS,,PASS,,FRUITRIDGE RD,24TH ST,,N,Citation,I,(I) ADDRESS CHANGE - NOTIFY DMV WITHIN 10 DAYS,VC,14600(A),,N,,,,,,N,,,,,,838
CS0210901,931,2021/02/11 00:00:00+00,2023/02/01 08:28:00+00,2021/02/11 00:00:00+00,2023/02/01 08:28:00+00,,39724,DRIVER,22,F,HISPANIC,W,2019,VOLKSWAGEN,,PASS,,24TH ST,52ND AVE,S,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,839
CS0216161,530,2021/02/11 00:00:00+00,2023/02/01 10:29:00+00,2021/02/11 00:00:00+00,2023/02/01 10:29:00+00,,39822,DRIVER,31,F,WHITE,W,2017,KIA,,PASS,,FLORIN RD,FREEPORT BLVD,N,N,Citation,I,"(I) DRIVER/PASSENGER NO SEAT BELT, DRIVER RESPONSIBLE",VC,27315(D)(1),,N,65,50,LIDAR,HANDHELD,,N,,,,,,840
CS0055545,298,2021/02/11 00:00:00+00,2023/02/01 14:24:00+00,2021/02/11 00:00:00+00,2023/02/01 14:24:00+00,,42285,DRIVER,17,F,WHITE,W,2008,LEXUS,IS 250,PASS,,POCKET RD,W SHORE DR,E,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,4T,841
CS0216159,530,2021/02/11 00:00:00+00,2023/02/01 08:53:00+00,2021/02/11 00:00:00+00,2023/02/01 08:53:00+00,,39742,DRIVER,47,F,WHITE,W,1999,FORD,EXPEDITION,PASS,,FRANKLIN BLVD,24TH AVE,S,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,842
CS0221004,407,2021/02/11 00:00:00+00,2023/02/01 10:34:00+00,2021/02/11 00:00:00+00,2023/02/01 10:34:00+00,,39825,DRIVER,29,F,WHITE,W,2014,HYUNDAI,ELANTRA,PASS,,POCKET RD,WINDBRIDGE DR,,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,843
CS0210905,931,2021/02/11 00:00:00+00,2023/02/01 09:37:00+00,2021/02/11 00:00:00+00,2023/02/01 09:37:00+00,,39777,DRIVER,23,M,HISPANIC,W,2000,CHEVROLET,,PASS,,FLORIN RD,TAMOSHANTER WAY,,N,Citation,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,,N,,,,,,N,,,,,,844
CS0159643,898,2021/02/11 00:00:00+00,2023/02/01 19:52:00+00,2021/02/11 00:00:00+00,2023/02/01 19:52:00+00,,40324,DRIVER,26,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,225,16TH ST,,,N,CITATION,M,(M) SELL/ETC LIQUOR TO MINOR,BP,25658(A),,N,,,,,,N,,,,,,845
CS0216160,530,2021/02/11 00:00:00+00,2023/02/01 10:09:00+00,2021/02/11 00:00:00+00,2023/02/01 10:09:00+00,,39800,DRIVER,17,F,HISPANIC,W,2011,HYUNDAI,,PASS,,FREEPORT BLVD,FLORIN RD,N,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,65,50,LIDAR,HANDHELD,,N,,,,,,846
CS0216159,530,2021/02/11 00:00:00+00,2023/02/01 08:53:00+00,2021/02/11 00:00:00+00,2023/02/01 08:53:00+00,,39742,DRIVER,47,F,WHITE,W,1999,FORD,EXPEDITION,PASS,,FRANKLIN BLVD,24TH AVE,S,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,847
1346391,8172,2021/02/11 00:00:00+00,2023/02/01 13:48:00+00,2021/02/11 00:00:00+00,2023/02/01 13:48:00+00,,40003,Driver,40,M,WHITE,W,2004,HONDA,CR-V,,,FOLSOM BLVD,,,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,,,,,,N,SEE ATTACHED REPORT,,,,,848
CS0004108,848,2021/02/11 00:00:00+00,2023/02/01 21:24:00+00,2021/02/11 00:00:00+00,2023/02/01 21:24:00+00,CLEAR,35254,DRIVER,21,F,UNKNOWN,U,2016,NISSAN,ALTIMA,PASS,30TH,STREET,STREET,E,N,CITATION,I, (I) FAIL TO STOP AT LIMIT LINE OR CROSSWALK ON RED SIGNAL,VC,21453(A),,N,,,,,,N,,,Accident,,,849
CS0216160,530,2021/02/11 00:00:00+00,2023/02/01 10:09:00+00,2021/02/11 00:00:00+00,2023/02/01 10:09:00+00,,39800,DRIVER,17,F,HISPANIC,W,2011,HYUNDAI,,PASS,,FREEPORT BLVD,FLORIN RD,N,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,65,50,LIDAR,HANDHELD,,N,,,,,,850
CS0098575,757,2021/02/06 00:00:00+00,2023/02/01 11:54:00+00,2021/02/06 00:00:00+00,2023/02/01 11:54:00+00,,35037,DRIVER,43,M,WHITE,W,,,NOT IN LIST,PASS,,FRANKLIN BLVD,FRUITRIDGE RD,,Y,CITATION,M,(M) INDECENT EXPOSURE,PC,314.1,,N,,,,,,N,,,,,,851
CS0145798,925,2021/02/16 00:00:00+00,2023/02/01 16:45:00+00,2021/02/16 00:00:00+00,2023/02/01 16:45:00+00,,44778,DRIVER,39,M,HISPANIC,W,2004,HONDA,CIVIC,PASS,,600 RIO TIERRA AVE,,,N,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),,N,,,,,,N,,,,,,852
CS0091031,707,2021/02/16 00:00:00+00,2023/02/01 20:42:00+00,2021/02/16 00:00:00+00,2023/02/01 20:42:00+00,CLEAR,44933,DRIVER,37,M,WHITE,W,2000,NISSAN,XTERRA,PASS,,21 MASSIE CT,,,N,CITATION,M,(M) POSS CONTROLLED SUBST,HS,11350(A),,N,,,,,,N,,,,,4D,853
1341216,1002,2021/02/16 00:00:00+00,2023/02/01 14:53:00+00,2021/02/16 00:00:00+00,2023/02/01 14:53:00+00,,44672,Driver,33,F,WHITE,W,,,,,,24TH ST,32ND AVE,,N,CITATION,M,(M) POSS DANGEROUS DRUG,HS,11377(A),,N,,,,,,N,,,,,,854
1341216,1002,2021/02/16 00:00:00+00,2023/02/01 14:53:00+00,2021/02/16 00:00:00+00,2023/02/01 14:53:00+00,,44672,Driver,33,F,WHITE,W,,,,,,24TH ST,32ND AVE,,N,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),,N,,,,,,N,,,,,,855
CS0052135,794,2021/02/16 00:00:00+00,2023/02/01 02:08:00+00,2021/02/16 00:00:00+00,2023/02/01 02:08:00+00,CLEAR,44250,DRIVER,47,F,HISPANIC,W,2003,HONDA,ACCORD,PASS,,BROADWAY,LANDPARK,W,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,4D,856
CS0220070,270,2021/02/17 00:00:00+00,2023/02/01 09:03:00+00,2021/02/17 00:00:00+00,2023/02/01 09:03:00+00,,45329,DRIVER,28,M,HISPANIC,W,2009,MERCEDES-BENZ,S-CLASS,PASS,,W EL CAMINO AVE,NORTHVIEW DR,E,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,N,,,,,,857
CS0199801,268,2021/02/17 00:00:00+00,2023/02/01 22:35:00+00,2021/02/17 00:00:00+00,2023/02/01 22:35:00+00,,46122,DRIVER,22,M,AFRICAN AMERICAN,B,2014,KIA,,PASS,,EL CAMINO,TRACTION,,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,858
CS0220071,270,2021/02/17 00:00:00+00,2023/02/01 09:12:00+00,2021/02/17 00:00:00+00,2023/02/01 09:12:00+00,,45337,DRIVER,46,M,AFRICAN AMERICAN,B,2010,ACURA,,PASS,,W EL CAMINO AVE,NORTHVIEW DR,E,N,Citation,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),,N,,,,,,N,,,,,,859
CS0220073,270,2021/02/17 00:00:00+00,2023/02/01 09:33:00+00,2021/02/17 00:00:00+00,2023/02/01 09:33:00+00,,45363,DRIVER,24,F,AFRICAN AMERICAN,B,2011,FORD,TAURUS,PASS,,W EL CAMINO AVE,NORTHVIEW DR,W,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,860
CS0221022,407,2021/02/17 00:00:00+00,2023/02/01 10:13:00+00,2021/02/17 00:00:00+00,2023/02/01 10:13:00+00,,45407,DRIVER,57,M,WHITE,W,1997,FORD,F-150,PASS,,ARENA BLVD,DUCKHORN DR,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,861
CS0220074,270,2021/02/17 00:00:00+00,2023/02/01 09:45:00+00,2021/02/17 00:00:00+00,2023/02/01 09:45:00+00,,45379,DRIVER,25,M,WHITE,W,2011,MERCEDES-BENZ,C-CLASS,PASS,,W EL CAMINO AVE,NORTHVIEW DR,E,N,Citation,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),,N,,,,,,N,,,,,,862
CS0207547,944,2021/02/17 00:00:00+00,2023/02/01 14:23:00+00,2021/02/17 00:00:00+00,2023/02/01 14:23:00+00,,45608,DRIVER,55,F,AFRICAN AMERICAN,B,,,,PASS,,414 K ST,,,N,Citation,M,(M) TRESPASS AFTER NOTICE GIVEN,SCC,9.16.140(B)(1),,N,,,,,,N,,,,,,863
CS0220069,270,2021/02/17 00:00:00+00,2023/02/01 08:47:00+00,2021/02/17 00:00:00+00,2023/02/01 08:47:00+00,,45312,DRIVER,25,M,WHITE,W,1999,SUBARU,OUTBACK,PASS,,W EL CAMINO AVE,TRUXEL RD,E,N,Citation,I,(I) DISPLAY OF LICENSE PLATES,VC,5200(A),,N,,,,,,N,,,,,,864
CS0216168,530,2021/02/17 00:00:00+00,2023/02/01 06:37:00+00,2021/02/17 00:00:00+00,2023/02/01 06:37:00+00,,45240,DRIVER,22,M,HISPANIC,W,2015,HYUNDAI,,PASS,,EB 80,WEST OF NORWOOD,E,N,Citation,I,(I) MAXIMUM SPEED - OVER 65 LIMIT,VC,22349(A),,N,96,65,PACED,HANDHELD,,N,,,,,,865
CS0220076,270,2021/02/17 00:00:00+00,2023/02/01 11:06:00+00,2021/02/17 00:00:00+00,2023/02/01 11:06:00+00,,45460,DRIVER,26,M,UNKNOWN,U,2008,CHEVROLET,TRAILBLAZER,PASS,,NORTHGATE BLVD,W EL CAMINO AVE,S,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,866
CS0090536,216,2021/02/17 00:00:00+00,2023/02/01 23:25:00+00,2021/02/17 00:00:00+00,2023/02/01 23:25:00+00,,44741,DRIVER,30,M,AFRICAN AMERICAN,B,2005,LEXUS,ES 330,PASS,6100,MACK RD,,SW,N,CITATION,I,(I) VIOL RIGHT-OF-WAY-- LEFT TURN,VC,21801(B),,N,,,,,,Y,,,Accident,,4D,867
CS0220070,270,2021/02/17 00:00:00+00,2023/02/01 09:03:00+00,2021/02/17 00:00:00+00,2023/02/01 09:03:00+00,,45329,DRIVER,28,M,HISPANIC,W,2009,MERCEDES-BENZ,S-CLASS,PASS,,W EL CAMINO AVE,NORTHVIEW DR,E,N,Citation,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,,,,,,868
CS0221023,407,2021/02/17 00:00:00+00,2023/02/01 10:37:00+00,2021/02/17 00:00:00+00,2023/02/01 10:37:00+00,,45433,DRIVER,38,F,HISPANIC,W,2014,NISSAN,ALTIMA,PASS,,E COMMERCE WAY,DEL PASO RD,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,869
CS0221022,407,2021/02/17 00:00:00+00,2023/02/01 10:13:00+00,2021/02/17 00:00:00+00,2023/02/01 10:13:00+00,,45407,DRIVER,57,M,WHITE,W,1997,FORD,F-150,PASS,,ARENA BLVD,DUCKHORN DR,,N,Citation,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),,N,,,,,,N,,,,,,870
CS0207546,944,2021/02/17 00:00:00+00,2023/02/01 08:28:00+00,2021/02/17 00:00:00+00,2023/02/01 08:28:00+00,,45294,DRIVER,28,M,HISPANIC,W,,,,PASS,,600 I ST,,,N,CITATION,M,(M) POSS DANGEROUS DRUG,HS,11377(A),,N,,,,,,N,,,,,,871
CS0221019,407,2021/02/17 00:00:00+00,2023/02/01 09:10:00+00,2021/02/17 00:00:00+00,2023/02/01 09:10:00+00,,45333,DRIVER,25,M,WHITE,W,1996,TOYOTA,COROLLA,PASS,1980,PEBBLEWOOD ,,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,872
CS0221020,407,2021/02/17 00:00:00+00,2023/02/01 09:29:00+00,2021/02/17 00:00:00+00,2023/02/01 09:29:00+00,,45356,DRIVER,36,F,AFRICAN AMERICAN,B,2015,KIA,SOUL,PASS,,AZEVEDO DR,PEBBLEWOOD DR,,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,873
CS0221018,407,2021/02/17 00:00:00+00,2023/02/01 09:03:00+00,2021/02/17 00:00:00+00,2023/02/01 09:03:00+00,,45332,DRIVER,57,F,HISPANIC,W,2016,FORD,MUSTANG,PASS,,AZEVEDO DR,LEJANO WAY,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,874
CS0221017,407,2021/02/17 00:00:00+00,2023/02/01 08:53:00+00,2021/02/17 00:00:00+00,2023/02/01 08:53:00+00,,45315,DRIVER,28,M,HISPANIC,W,2016,JEEP,,PASS,,PEBBLEWOOD DR,AZEVEDO DR,,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,875
1346430,8202,2021/02/17 00:00:00+00,2023/02/01 07:27:00+00,2021/02/17 00:00:00+00,2023/02/01 07:27:00+00,,45261,Driver,28,M,WHITE,W,2000,ISUZU,TROOPER,,,5120 MARYSVILLE BLVD,,,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,,,,,,N,SEE ATTACHED REPORT,,,,,876
CS0221021,407,2021/02/17 00:00:00+00,2023/02/01 09:44:00+00,2021/02/17 00:00:00+00,2023/02/01 09:44:00+00,,45384,DRIVER,28,M,WHITE,W,2013,DODGE,AVENGER,PASS,,AZEVEDO DR,PEBBLEWOOD DR,,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,877
CS0221024,407,2021/02/17 00:00:00+00,2023/02/01 11:00:00+00,2021/02/17 00:00:00+00,2023/02/01 11:00:00+00,,45455,DRIVER,26,M,WHITE,W,2016,NISSAN,FRONTIER,PASS,,E COMMERCE WAY,OTTUMWA DR,,N,Citation,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),,N,,,,,,N,,,,,,878
CS0220075,270,2021/02/17 00:00:00+00,2023/02/01 10:44:00+00,2021/02/17 00:00:00+00,2023/02/01 10:44:00+00,,45440,DRIVER,20,F,AFRICAN AMERICAN,B,2020,NISSAN,ALTIMA,PASS,,DEL PASO RD,NATIONAL DR,E,N,Citation,I,(I) LANE STRADDLING/UNSAFE LANE CHANGE,VC,21658(A),,N,,,,,,N,,,,,,879
CS0207546,944,2021/02/17 00:00:00+00,2023/02/01 08:28:00+00,2021/02/17 00:00:00+00,2023/02/01 08:28:00+00,,45294,DRIVER,28,M,HISPANIC,W,,,,PASS,,600 I ST,,,N,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),,N,,,,,,N,,,,,,880
CS0090536,216,2021/02/17 00:00:00+00,2023/02/01 23:25:00+00,2021/02/17 00:00:00+00,2023/02/01 23:25:00+00,,44741,DRIVER,30,M,AFRICAN AMERICAN,B,2005,LEXUS,ES 330,PASS,6100,MACK RD,,SW,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),,N,,,,,,Y,,,Accident,,4D,881
CS0127012,300,2021/02/17 00:00:00+00,2023/02/01 09:17:00+00,2021/02/16 00:00:00+00,2023/02/01 12:21:00+00,CLEAR,44546,DRIVER,22,M,ASIAN OTHER,A,2019,CHEVROLET,EXPRESS,PASS,,FOLSOM BLVD,BICENTENNIAL CIR,W,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,20,45,,HANDHELD,,Y,,,Accident,,,882
1346431,8202,2021/02/17 00:00:00+00,2023/02/01 11:23:00+00,2021/02/17 00:00:00+00,2023/02/01 11:23:00+00,,45481,Driver,39,M,ASIAN OTHER,A,2001,ACURA,TL,,,132 SILVER EAGLE RD,,E,N,CITATION,I,(I) ILLEGAL XING SOLID DOUBLE LINE,VC,21460(A),,N,40,35,,,,Y,SEE ATTACHED REPORT,,,,,883
CS0220072,270,2021/02/17 00:00:00+00,2023/02/01 09:25:00+00,2021/02/17 00:00:00+00,2023/02/01 09:25:00+00,,45352,DRIVER,44,F,ASIAN OTHER,A,2018,TOYOTA,C-HR,PASS,,W EL CAMINO AVE,NORTHVIEW DR,E,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,58,35,LIDAR,HANDHELD,LH002648,N,,,,,,884
CS0045961,264,2021/02/18 00:00:00+00,2023/02/01 02:04:00+00,2021/02/16 00:00:00+00,2023/02/01 19:33:00+00,CLEAR,44936,DRIVER,50,M,AFRICAN AMERICAN,B,2018,FORD,FOCUS,PASS,,MARTIN LUTHER KING JR BLVD,25TH AVENUE,E,N,CITATION,I,(I) STOP SIGN AFTER STOP SHALL YIELD RIGHT OF WAY,VC,21802(A),,N,,,,,,Y,,,Accident,,4D,885
CS0220082,270,2021/02/18 00:00:00+00,2023/02/01 09:54:00+00,2021/02/18 00:00:00+00,2023/02/01 09:54:00+00,,46460,DRIVER,23,M,WHITE,W,1986,CHEVROLET,,PASS,,16TH ST,L ST,N,N,Citation,I,(I) STOP LAMP REQUIRMENTS/SPECS,VC,24603(A),,N,,,,,,N,,,,,,886
CS0221025,407,2021/02/18 00:00:00+00,2023/02/01 09:12:00+00,2021/02/18 00:00:00+00,2023/02/01 09:12:00+00,,46423,DRIVER,31,M,AFRICAN AMERICAN,B,2013,CHEVROLET,IMPALA,PASS,,12TH ST,C ST,,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,50,30,LIDAR,HANDHELD,LH001157,N,,,,,,887
1265524,491,2021/02/18 00:00:00+00,2023/02/01 17:20:00+00,2021/02/18 00:00:00+00,2023/02/01 17:20:00+00,CLEAR,46884,Driver,22,M,HISPANIC,W,2002,DODGE ,DAKOTA,PASS,,WATT AVE,FOLSOM BLVD,S,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,10,,,,,N,,,,,4D,888
CS0045960,264,2021/02/18 00:00:00+00,2023/02/01 01:25:00+00,2021/02/16 00:00:00+00,2023/02/01 19:33:00+00,CLEAR,44936,DRIVER,19,F,AFRICAN AMERICAN,B,2011,KIA,FORTE ,PASS,,MARTIN LUTHER KING BLVD,25TH AVE,S,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),,N,,,,,,Y,,,Accident,,4D,889
CS0015613,958,2021/02/18 00:00:00+00,2023/02/01 20:57:00+00,2021/02/18 00:00:00+00,2023/02/01 20:57:00+00,CLEAR,47046,DRIVER,40,M,HISPANIC,W,,,NOT IN LIST,PASS,7,STREET,STREET,,N,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),,N,,,,,,N,,,,,,890
CS0199304,221,2021/02/18 00:00:00+00,2023/02/01 15:36:00+00,2021/02/18 00:00:00+00,2023/02/01 15:36:00+00,,46546,DRIVER,26,M,HISPANIC,W,,,NOT IN LIST,PASS,6730,4TH AVE APT 1528,,,Y,CITATION,M,(M) FALSE IDENTIFICATION TO PEACE OFFICER,PC,148.9(A),GAVE FALSE NAME TO PEACE OFFICERS TO AVOID ARREST,N,,,,,,N,,,Incapacitated,,,891
CS0221028,407,2021/02/18 00:00:00+00,2023/02/01 09:50:00+00,2021/02/18 00:00:00+00,2023/02/01 09:50:00+00,,46456,DRIVER,38,F,WHITE,W,2002,TOYOTA,SEQUOIA,PASS,,12TH ST,D ST,,N,Citation,M,(M) OPERATE VEHICLE W/O IID,VC,23247(E),,N,,,,,,N,,,,,,892
CS0213144,3008,2021/02/18 00:00:00+00,2023/02/01 11:51:00+00,2021/02/18 00:00:00+00,2023/02/01 11:51:00+00,CLOUDY,46575,DRIVER,36,M,WHITE,W,2007,AUDI,A4,PASS,,J ST,21ST ST,,N,Citation,I,(I) STOP LAMP REQUIRMENTS/SPECS,VC,24603(A),DRIVER SIDE STOP LAMP NOT FUNCTIONING ,N,,,,,,N,,,,,4D,893
1265524,491,2021/02/18 00:00:00+00,2023/02/01 17:20:00+00,2021/02/18 00:00:00+00,2023/02/01 17:20:00+00,CLEAR,46884,Driver,22,M,HISPANIC,W,2002,DODGE ,DAKOTA,PASS,,WATT AVE,FOLSOM BLVD,S,N,CITATION,M,(M) UNLICENSED OPERATOR,VC,12500(A),,N,10,,,,,N,,,,,4D,894
CS0221030,407,2021/02/18 00:00:00+00,2023/02/01 11:28:00+00,2021/02/18 00:00:00+00,2023/02/01 11:28:00+00,,46564,DRIVER,53,M,WHITE,W,2012,DODGE,RAM PICKUP 1500,PASS,,29TH ST,N ST,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,895
CS0213144,3008,2021/02/18 00:00:00+00,2023/02/01 11:51:00+00,2021/02/18 00:00:00+00,2023/02/01 11:51:00+00,CLOUDY,46575,DRIVER,36,M,WHITE,W,2007,AUDI,A4,PASS,,J ST,21ST ST,,N,Citation,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),PER DRIVER NOT INSURED,N,,,,,,N,,,,,4D,896
CS0221028,407,2021/02/18 00:00:00+00,2023/02/01 09:50:00+00,2021/02/18 00:00:00+00,2023/02/01 09:50:00+00,,46456,DRIVER,38,F,WHITE,W,2002,TOYOTA,SEQUOIA,PASS,,12TH ST,D ST,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,897
CS0096544,524,2021/02/18 00:00:00+00,2023/02/01 20:31:00+00,2021/02/18 00:00:00+00,2023/02/01 20:31:00+00,,47013,DRIVER,31,M,WHITE,W,2000,FORD,FOCUS,PASS,,UNSWORTH AVE,FLORIN PERKINS RD,,Y,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),,N,,,,,,N,,,,,,898
CS0221029,407,2021/02/18 00:00:00+00,2023/02/01 10:59:00+00,2021/02/18 00:00:00+00,2023/02/01 10:59:00+00,,46533,DRIVER,29,F,ASIAN OTHER,A,2009,ACURA,,PASS,,J ST,15TH ST,,N,Citation,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),,N,,,,,,N,,,,,,899
CS0096544,524,2021/02/18 00:00:00+00,2023/02/01 20:31:00+00,2021/02/18 00:00:00+00,2023/02/01 20:31:00+00,,47013,DRIVER,31,M,WHITE,W,2000,FORD,FOCUS,PASS,,UNSWORTH AVE,FLORIN PERKINS RD,,Y,CITATION,M,(M) VIOLATION OF PROBATION-MISD,PC,1203.2,,N,,,,,,N,,,,,,900
CS0221027,407,2021/02/18 00:00:00+00,2023/02/01 09:37:00+00,2021/02/18 00:00:00+00,2023/02/01 09:37:00+00,,46444,DRIVER,42,F,WHITE,W,2018,BUICK,ENCORE,PASS,,12TH ST,C ST,,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,50,30,LIDAR,HANDHELD,LH001157,N,,,,,,901
CS0124196,513,2021/02/09 00:00:00+00,2023/02/01 18:44:00+00,2021/02/09 00:00:00+00,2023/02/01 18:44:00+00,CLEAR,38190,DRIVER,42,F,HISPANIC,W,2004,FORD,EXPEDITION,PASS,,NORTHGATE BLVD,W EL CAMINO AVE,E,N,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),,N,,,,,,N,,,,,,902
CS0221007,407,2021/02/11 00:00:00+00,2023/02/01 11:55:00+00,2021/02/11 00:00:00+00,2023/02/01 11:55:00+00,,39905,DRIVER,32,F,WHITE,W,2015,KIA,SPORTAGE,PASS,,RIVERSIDE BLVD,SAN MATEO WAY,,N,Citation,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,,N,50,30,LIDAR,HANDHELD,LH001157,N,,,,,,903
CS0067032,952,2021/02/10 00:00:00+00,2023/02/01 02:43:00+00,2021/02/10 00:00:00+00,2023/02/01 02:43:00+00,,38512,DRIVER,35,M,HISPANIC,W,2008,PONTIAC,GRAND PRIX,PASS,,POWER INN RD,32ND AVE,,N,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),,N,,,,,,N,,,,,,904
CS0102607,735,2021/02/06 00:00:00+00,2023/02/01 03:09:00+00,2021/02/06 00:00:00+00,2023/02/01 03:09:00+00,CLEAR,34817,DRIVER,39,M,AFRICAN AMERICAN,B,2019,NISSAN,SENTRA,PASS,,P ST,4TH ST,W,N,CITATION,I, (I) FAIL TO STOP AT LIMIT LINE OR CROSSWALK ON RED SIGNAL,VC,21453(A),,N,8,0,,,,N,,,,,4D,905
