ObjectId,CitationNumber,OfficerBadgeNo,CitationDateTime,OffenseDateTime,WeatherCondition,CaseNumber,ViolatorPartyType,ViolatorAge,ViolatorSex,ViolatorRace,ViolatorEthnicity,VehYear,VehMake,VehModel,VehType,PrimaryBlock,PrimaryStreet,CrossStreet,DirectionOfTravel,Arrest,ViolationStopResult,ViolationOffenseType,ViolationDescription,Offense_Code,OffenseSubCode,Violation_Notes,CourtRequired,ObservedSpeed,PostedSpeed,SpeedDetermined,RadarMovSta,Radar_LidarNo,Accident,OfficerNotes,DiagramFilename,ReasonForStop,TypeOfSearch,VehicleSearch
2424,CS0189784,522,2019/02/13 01:28:59+00,2019/02/13 01:28:59+00,,46491,DRIVER,31,M,AFRICAN AMERICAN,B,2014,DODGE,,PASS,,H ST,27TH ST,,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
2425,CS0189326,530,2019/01/08 17:26:00+00,2019/01/08 17:26:00+00,,7793,DRIVER,34,F,AFRICAN AMERICAN,B,2004,PONTIAC,,PASS,,STOCKTON BLVD,FRUITRIDGE RD,N,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,
2426,CS0195249,876,2019/08/20 14:39:59+00,2019/08/20 14:39:59+00,,269355,DRIVER,40,F,AFRICAN AMERICAN,B,2019,HYUNDAI,ACCENT,PASS,,I 5 NB BROADWAY OFF,,N,N,CITATION,I,(I) STOP SIGN AFTER STOP SHALL YIELD RIGHT OF WAY,VC,21802(A),(I) STOP SIGN AFTER STOP SHALL YIELD RIGHT OF WAY,N,,,,,,N,,,,,
2427,CS0025350,530,2019/08/19 18:56:59+00,2019/08/19 18:56:59+00,,268369,DRIVER,51,F,WHITE,W,1999,CHRYSLER,,PASS,,EL CAMINO AVE,CLAY ST,W,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,(I) UNSAFE SPEED FOR CONDITIONS,N,50,35,LIDAR,HANDHELD,,N,,,,,
2428,CS0186890,876,2019/01/08 16:41:59+00,2019/01/08 16:41:59+00,,7761,DRIVER,50,M,AFRICAN AMERICAN,B,2001,TOYOTA,CAMRY,PASS,,STOCKTON BLVD,BROADWAY,S,N,WARNING,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,WARNING ONLY,,
2429,CS0186891,876,2019/01/08 16:57:59+00,2019/01/08 16:57:59+00,,7773,DRIVER,53,M,HISPANIC,W,2014,VOLKSWAGEN,JETTA,PASS,,STOCKTON BLVD,YOSEMITE AVE,S,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,(I) UNSAFE SPEED FOR CONDITIONS,N,49,35,LIDAR,HANDHELD,lh001232,N,,,,,
2430,CS0185834,656,2019/01/09 21:49:00+00,2019/01/09 21:49:00+00,CLOUDY,9228,DRIVER,32,F,WHITE,W,2002,SATURN,L-SERIES,PASS,,NORTHGATE,PATIO,S,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),(M) SUSP/REVOKE LICENSE,N,,,,,,N,,,,,
2431,CS0193701,530,2019/07/10 21:59:59+00,2019/07/10 21:59:59+00,,218944,DRIVER,28,M,GUAMANIAN,W,2018,HYUNDAI,,PASS,,16TH ST,X ST,N,N,CITATION,M,(M) OPERATE VEHICLE W/O IID,VC,23247(E),(M) OPERATE VEHICLE W/O IID,N,,,,,,N,,,,,
2432,CS0025046,530,2019/07/20 17:44:00+00,2019/07/20 17:44:00+00,,231240,DRIVER,34,M,AFRICAN AMERICAN,B,2017,TOYOTA,,PASS,,PEBBLEWOOD DR,AZEVEDO DR,N,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,35,LIDAR,,,N,,,,,
2433,CS0081659,1003,2019/10/03 06:06:00+00,2019/10/03 06:00:00+00,,321348,DRIVER,41,M,AFRICAN AMERICAN,B,2003,CADILLAC,SLS,PASS,,STOCKTON BLVD,FRUITRIDGE,S,N,CITATION,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,N,,,,,,N,,,,,4D
2434,CS0190970,876,2019/07/19 15:20:00+00,2019/07/19 15:20:00+00,,229640,DRIVER,47,F,AFRICAN AMERICAN,B,2017,HYUNDAI,ACCENT,PASS,,EL CAMINO AVE,CLAY ST,W,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,35,LIDAR,,lh001232,N,,,,,
2435,CS0077281,511,2019/06/19 16:41:00+00,2019/06/19 16:41:00+00,,193846,DRIVER,38,F,HISPANIC,W,,,NOT IN LIST,PASS,,IMPROV ALLEY,12TH ST,,N,CITATION,I,(I) URINATE/DEFECATE IN PUBLIC,SCC,9.04.070,(I) URINATE/DEFECATE IN PUBLIC,N,,,,,,N,IN IMPROV ALLEY WITH PANTS DOWN URINATING IN VIEW OF BUSY 12TH STREET,,,,
2436,CS0076230,400,2019/07/14 20:03:59+00,2019/07/14 20:03:59+00,CLEAR,223766,DRIVER,60,M,HISPANIC,W,,,NOT IN LIST,PASS,910,I STREET,,,N,CITATION,I,(I) Possesses Open Container in a Public Place,SCC,9.04.055(C),(I) POSSESSES OPEN CONTAINER IN A PUBLIC PLACE,N,,,,,,N,,,,,
2437,CS0191722,3066,2019/07/22 17:19:59+00,2019/07/22 17:19:59+00,,233434,DRIVER,41,M,HISPANIC,W,2005,FORD,F150,PASS,,62ND ST,21ST AVE,,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
2438,CS0032507,711,2019/07/14 16:05:59+00,2019/07/14 16:05:59+00,,223591,DRIVER,57,M,AFRICAN AMERICAN,B,1997,FORD,EXPLORER,PTRK,,AMHERST,FLORIN RD,E,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,LL
2439,CS0189572,522,2019/01/11 19:27:00+00,2019/01/11 19:27:00+00,,11404,DRIVER,28,M,WHITE,W,1999,ACURA,,PASS,,FLORIN RD,CROMWELL WAY,,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,,,,,
2440,CS0025345,530,2019/08/19 01:18:00+00,2019/08/19 01:18:00+00,,267629,DRIVER,37,M,HISPANIC,W,2007,TOYOTA,TACOMA,PASS,,CLAY ST,EL CAMINO AVE,W,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,(I) UNSAFE SPEED FOR CONDITIONS,N,55,35,LIDAR,HANDHELD,,N,,,,,
2441,CS0174144,257,2019/07/16 15:03:00+00,2019/07/14 00:26:00+00,CLEAR,222791,DRIVER,22,M,HISPANIC,W,2018,TOYOTA,CAMRY,PASS,,L ST,5TH ST,W,N,CITATION,I,(I) UNSAFE TURNING MOVEMENT,VC,22107,(I) UNSAFE TURNING MOVEMENT,N,,,,,,Y,,,Accident,,4D
2442,CS0195024,876,2019/07/25 15:10:00+00,2019/07/25 15:10:00+00,,237054,DRIVER,48,F,ASIAN OTHER,A,2016,TOYOTA,RAV4,PASS,,DUCKHORN DR,MYOTIS DR,S,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,LIDAR,,lh001232,N,,,,,
2443,CS0193312,931,2019/07/02 23:21:00+00,2019/07/02 23:21:00+00,,208729,DRIVER,20,F,EAST INDIAN,W,2015,NISSAN,,PASS,,POWER INN RD,CAPISTRANO WAY,S,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,
2444,CS0193355,931,2019/07/11 15:46:59+00,2019/07/11 15:46:59+00,,219730,DRIVER,26,F,AFRICAN AMERICAN,B,2007,NISSAN,ARMADA,PASS,1418,N MARKET BLVD,,E,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,(I) UNSAFE SPEED FOR CONDITIONS,N,57,35,LIDAR,HANDHELD,lh001232,N,,,,,
2445,CS0194645,522,2019/07/19 16:30:00+00,2019/07/19 16:30:00+00,,229719,DRIVER,53,M,WHITE,W,2006,SUBARU,,PASS,2121,ARDEN WAY,,,N,WARNING,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,WARNING ONLY,,
2446,CS0193366,931,2019/07/15 15:01:00+00,2019/07/15 15:01:00+00,,224581,DRIVER,29,M,EAST INDIAN,W,1994,HONDA,CIVIC CRX,PASS,,24TH ST,53RD AVE,S,N,CITATION,M,(M) OPERATE VEHICLE W/O IID,VC,23247(E),(M) OPERATE VEHICLE W/O IID,N,59,35,LIDAR,HANDHELD,,N,,,,,
2447,CS0195153,876,2019/08/08 15:49:00+00,2019/08/08 15:49:00+00,,254458,DRIVER,46,F,HISPANIC,W,2014,HYUNDAI,ACCENT,PASS,,21ST AVE,62ND ST,W,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,LIDAR,,lh001232,N,,,,,
2448,CS0141500,388,2019/01/14 21:43:59+00,2019/01/14 21:43:59+00,RAIN,14703,DRIVER,37,F,WHITE,W,,,NOT IN LIST,PASS,,JAZZ ALLEY,11TH STREET,,Y,CITATION,M,(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,HS,11364(A),(M) POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA INJECT/SMOKING,N,,,,,,N,,,,,
2449,CS0191391,530,2019/04/17 00:56:59+00,2019/04/17 00:56:59+00,,116973,DRIVER,54,M,HISPANIC,W,1999,DODGE,,PASS,,NB 160,NORTHGATE EXIT,N,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,
2450,CS0189689,522,2019/02/01 16:05:59+00,2019/02/01 16:05:59+00,,33813,DRIVER,28,M,AFRICAN AMERICAN,B,2015,CHRYSLER,,PASS,,EL CAMINO AVE,EVERGREEN ST,,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,,,,,
2451,CS0025106,530,2019/07/25 15:06:00+00,2019/07/25 15:06:00+00,,237047,DRIVER,50,F,WHITE,W,2004,HONDA,,PASS,,PEBBLEWOOD DR,AZEVEDO DR,S,N,CITATION,I,(I) DISPLAY OF LICENSE PLATES,VC,5200(A),(I) DISPLAY OF LICENSE PLATES,N,,,,,,N,,,,,
2452,CS0194663,522,2019/07/23 14:39:59+00,2019/07/23 14:39:59+00,,234479,DRIVER,32,F,AFRICAN AMERICAN,B,2012,FORD,,PASS,,24TH ST,19TH AVE,,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,(I) UNSAFE SPEED FOR CONDITIONS,N,56,35,LIDAR,HANDHELD,,N,,,,,
2453,CS0147759,897,2019/08/03 00:21:59+00,2019/08/03 00:21:59+00,,247531,DRIVER,27,M,AFRICAN AMERICAN,B,2000,HONDA,CIVIC,PASS,,ELEANOR,BEAUMONT,,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,,,,,
2454,CS0196297,931,2019/12/03 18:59:00+00,2019/12/03 18:59:00+00,,389,DRIVER,43,F,HISPANIC,W,2006,NISSAN,,PASS,,FLORIN PERKINS RD,JACKSON RD,N,N,CITATION,I,(I) ADDRESS CHANGE - NOTIFY DMV WITHIN 10 DAYS,VC,14600(A),(I) ADDRESS CHANGE - NOTIFY DMV WITHIN 10 DAYS,N,5,45,LIDAR,,,N,,,,,
2455,CS0044605,267,2019/08/03 13:41:59+00,2019/08/03 13:41:59+00,CLEAR,248324,DRIVER,29,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,2335,FLORIN RD,,,N,CITATION,M,(M) TRESPASS AFTER NOTICE GIVEN,SCC,9.16.140(B)(1),(M) TRESPASS AFTER NOTICE GIVEN,N,,,,,,N,,,,,
2456,CS0196068,931,2019/08/13 15:35:00+00,2019/08/13 15:35:00+00,,260582,DRIVER,32,F,AFRICAN AMERICAN,B,2017,NISSAN,SENTRA,PASS,4850,NATOMAS BLVD,,N,N,CITATION,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,N,,,,,,N,,,,,
2457,CS0194529,522,2019/06/24 18:04:59+00,2019/06/24 18:04:59+00,,199574,DRIVER,57,M,AFRICAN AMERICAN,B,2018,NISSAN,,PASS,,TRUXEL RD,DEL PASO RD,,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,
2458,CS0196254,931,2019/11/19 23:58:59+00,2019/11/19 23:58:59+00,,375449,DRIVER,22,M,HISPANIC,W,1991,FORD,MUSTANG,PASS,,RICHARDS BLVD,N 3RD ST,W,N,CITATION,I,(I) IMPROPER TURN FROM TWO-WAY LEFT TURN LANE,VC,21460.5(C),(I) IMPROPER TURN FROM TWO-WAY LEFT TURN LANE,N,,,,,,N,,,,,
2459,CS0190511,876,2019/02/07 19:14:00+00,2019/02/07 19:14:00+00,,40711,DRIVER,43,M,HISPANIC,W,2016,NISSAN,SENTRA,PASS,,POWER INN RD,CUCAMUNGA AVE,N,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,45,LIDAR,,lh001232,N,,,,,
2460,1338548,883,2019/09/02 18:56:59+00,2019/09/02 18:56:59+00,,281959,Driver,47,F,AFRICAN AMERICAN,B,,,,,,5TH ST / J ST,,,N,CITATION,M,(M) REFUSE TO DISPERSE,PC,416(A),SEIU protest,N,,,,,,N,,,,,
2461,CS0185939,656,2019/02/22 14:38:00+00,2019/02/22 14:38:00+00,,56614,DRIVER,27,F,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,,FOLSOM,FLORIN PERKINS,S,N,CITATION,I,(I) JAYWALKING PEDESTRIAN,SCC,10.20.020,(I) JAYWALKING PEDESTRIAN,N,,,,,,N,,,,,
2462,CS0192891,522,2019/06/11 15:43:59+00,2019/06/11 15:43:59+00,,183861,DRIVER,20,F,AFRICAN AMERICAN,B,1999,HONDA,,PASS,8637,FOLSOM BLVD,,,N,CITATION,I,(I) REARVIEW MIRRORS REQUIRED/ONE ON LEFT SIDE,VC,26709(A),(I) REARVIEW MIRRORS REQUIRED/ONE ON LEFT SIDE,N,,,,,,N,,,,,
2463,CS0144337,779,2019/07/20 01:30:00+00,2019/07/20 01:30:00+00,,230432,DRIVER,28,M,AFRICAN AMERICAN,B,2011,BMW,7 SERIES,PASS,,SAN JUAN RD,NORTHGATE BLVD,W,N,CITATION,I,(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,VC,23123.5(A),(I) IN-HAND USE OF WIRELESS DEVICE WHILE DRIVING,N,,,,,,N,,,,,4D
2464,1338503,402,2019/09/02 19:08:00+00,2019/09/02 19:08:00+00,,281959,Driver,44,F,WHITE,W,,,,,,5TH ST,J ST,,N,CITATION,M,(M) REFUSE TO DISPERSE,PC,416(A),,N,,,,,,N,,,,,
2465,CS0190706,876,2019/04/09 15:16:00+00,2019/04/09 15:16:00+00,,108149,DRIVER,58,M,WHITE,W,2016,FORD,F-150,PASS,,29TH ST,L ST,S,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,
2466,CS0152934,592,2019/01/13 06:58:00+00,2019/01/13 06:58:00+00,CLEAR,13210,DRIVER,34,M,WHITE,W,2012,TOYOTA,PRIUS,PASS,,K ST,11TH ST,W,N,CITATION,I,(I) FAIL TO OBEY TRAFFIC CONTROL SIGNS,VC,21461(A),(I) FAIL TO OBEY TRAFFIC CONTROL SIGNS,N,,,,,,N,,,,,4H
2467,CS0189358,530,2019/01/11 18:08:00+00,2019/01/11 18:08:00+00,,11300,DRIVER,21,F,ASIAN OTHER,A,2017,FORD,,PASS,,FLORIN RD,21ST ST,N,N,CITATION,I,(I) DISPLAY OF LICENSE PLATE TABS,VC,5204(A),(I) DISPLAY OF LICENSE PLATE TABS,N,,,LIDAR,,,N,,,,,
2468,CS0189398,530,2019/01/22 18:36:59+00,2019/01/22 18:36:59+00,,22862,DRIVER,24,F,WHITE,W,2012,HONDA,,PASS,,SUNBEAM AVE,N 12TH ST,E,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,
2469,CS0020995,931,2019/01/22 17:10:00+00,2019/01/22 17:10:00+00,CLOUDY,22775,DRIVER,24,F,WHITE,W,2008,FORD,EDGE,PASS,,STOCKTON BLVD,SAN FRANCISCO BLVD,N,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,(I) UNSAFE SPEED FOR CONDITIONS,N,55,35,LIDAR,HANDHELD,,N,621 76 3894,,,,
2470,CS0025289,530,2019/08/13 14:42:00+00,2019/08/13 14:42:00+00,,260521,DRIVER,23,F,HISPANIC,W,2009,LEXUS,,PASS,,SAINTSBURY DR,DUCKHORN DR,S,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,65,PACED,,,N,,,,,
2471,CS0195336,876,2019/09/09 16:57:59+00,2019/09/09 16:57:59+00,,293819,DRIVER,20,M,HISPANIC,W,2003,HONDA,ACCORD,PASS,,CALVINE RD,JACINTO AVE,E,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
2472,CS0152966,592,2019/06/01 02:13:59+00,2019/06/01 02:13:59+00,CLEAR,170627,DRIVER,33,M,UNKNOWN,U,2014,TOYOTA,CAMRY,PASS,,J ST,14TH ST,E,N,CITATION,I,(I) UNSAFE PASSING ON RIGHT,VC,21755(A),(I) UNSAFE PASSING ON RIGHT,N,,,,,,N,ON ICC EB J AT 25 OR LESS.  VEH SLOWS TO MOVE OVER.  DEF SLOWS SLIGHTLY THEN PULLS TO RIGHT AND ACCELERATES TO PASS.  STOP ID BY CDL SAYS HE SWERVED OVER TO AVOID COLLISION BC VEH IN FRONT SUDDENLY BRAKED.  CITE SIGNED SOW,,,,4D
2473,CS0186941,876,2019/01/15 22:54:00+00,2019/01/15 22:54:00+00,,15811,DRIVER,41,F,HISPANIC,W,2016,HONDA,CR-V,PASS,,DEL PASO BLVD,RIO LINDA BLVD,S,N,CITATION,I,(I) STOP SIGN AFTER STOP SHALL YIELD RIGHT OF WAY,VC,21802(A),(I) STOP SIGN AFTER STOP SHALL YIELD RIGHT OF WAY,N,,,,,,N,,,,,
2474,CS0190546,876,2019/02/20 15:21:59+00,2019/02/20 15:21:59+00,,54376,DRIVER,41,F,WHITE,W,2012,TOYOTA,COROLLA,PASS,,EL CAMINO AVE,CLAY ST,W,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,(I) UNSAFE SPEED FOR CONDITIONS,N,53,35,LIDAR,HANDHELD,lh001232,N,,,,,
2475,CS0186918,876,2019/01/10 19:17:00+00,2019/01/10 19:17:00+00,,10203,DRIVER,38,M,WHITE,W,,,NOT IN LIST,PASS,,30TH ST,N ST,W,N,CITATION,I,(I) VENDING ON OR NEAR FREEWAY,VC,22520.5(A)(1),(I) VENDING ON OR NEAR FREEWAY,N,,,,,,N,,,,,
2476,CS0190732,876,2019/04/10 17:35:00+00,2019/04/10 17:35:00+00,,109571,DRIVER,60,M,WHITE,W,2018,FORD,F-150,PASS,,SAN JUAN RD,AZEVEDO DR,W,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,LIDAR,,lh001232,N,,,,,
2477,CS0191746,3066,2019/08/03 04:06:59+00,2019/08/03 04:06:59+00,,247861,DRIVER,32,F,HISPANIC,W,2011,VOLKSWAGEN,JETTA,PASS,,35TH AVE,FREEPORT BLVD,,N,CITATION,I,(I) LICENSE NOT IN POSSESSION,VC,12951(A),(I) LICENSE NOT IN POSSESSION,N,,,,,,N,,,,,
2478,CS0019538,530,2019/02/10 16:38:59+00,2019/02/10 16:38:59+00,,43856,DRIVER,61,M,AFRICAN AMERICAN,B,2008,PONTIAC,,PASS,,CLAY ST,EL CAMINO AVE,E,N,CITATION,I,(I) UNSAFE SPEED FOR CONDITIONS,VC,22350,(I) UNSAFE SPEED FOR CONDITIONS,N,55,35,LIDAR,HANDHELD,,N,,,,,
2479,CS0195077,876,2019/08/01 14:51:00+00,2019/08/01 14:51:00+00,,245711,DRIVER,38,F,AFRICAN AMERICAN,B,2017,HONDA,CIVIC,PASS,,CALVINE RD,JACINTO AVE,W,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
2480,CS0189772,522,2019/02/12 19:20:00+00,2019/02/12 19:20:00+00,,46013,DRIVER,60,M,AFRICAN AMERICAN,B,2004,GMC,,PASS,,H ST,27TH ST,,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,
2481,CS0194785,522,2019/08/30 15:56:59+00,2019/08/30 15:56:59+00,,281693,DRIVER,27,M,WHITE,W,2018,SUBARU,,PASS,,Q ST,21ST ST,,N,WARNING,I, (I) FAIL TO STOP AT LIMIT LINE OR CROSSWALK ON RED SIGNAL,VC,21453(A),(I) FAIL TO STOP AT LIMIT LINE OR CROSSWALK ON RED SIGNAL,N,,,,,,N,,,WARNING ONLY,,
2482,CS0019538,530,2019/02/10 16:38:59+00,2019/02/10 16:38:59+00,,43856,DRIVER,61,M,AFRICAN AMERICAN,B,2008,PONTIAC,,PASS,,CLAY ST,EL CAMINO AVE,E,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,55,35,LIDAR,HANDHELD,,N,,,,,
2483,CS0189590,522,2019/01/16 17:21:00+00,2019/01/16 17:21:00+00,,16509,DRIVER,28,M,WHITE,W,2006,HONDA,,PASS,,FRANKLIN BLVD,FRUITRIDGE RD,,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,
2484,CS0186928,876,2019/01/15 00:17:00+00,2019/01/15 00:17:00+00,,14892,DRIVER,40,M,AFRICAN AMERICAN,B,,,NOT IN LIST,PASS,,HWY 50,16 TH ST,W,N,CITATION,I,(I) VENDING ON OR NEAR FREEWAY,VC,22520.5(A)(1),(I) VENDING ON OR NEAR FREEWAY,N,,,,,,N,,,,,
2485,CS0193181,931,2019/06/03 22:20:00+00,2019/06/03 22:20:00+00,,174,DRIVER,32,M,HISPANIC,W,1998,FORD,F150,PASS,,FRUITRIDGE RD,JAMES WAY,W,N,CITATION,I,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,VC,26708(A)1,(I) UNLAWFUL MATERIAL ON VEHICLE WINDSHIELD/WINDOWS,N,,,,,,N,,,,,
2486,CS0186930,876,2019/01/15 01:05:00+00,2019/01/15 01:05:00+00,,14954,DRIVER,30,M,AFRICAN AMERICAN,B,2015,CHEVROLET,SONIC,PASS,,12TH ST,E ST,S,N,CITATION,M,(M) SUSP/REVOKE LICENSE,VC,14601.1(A),(M) SUSP/REVOKE LICENSE,N,,,,,,N,,,,,
2487,CS0190873,876,2019/06/13 17:18:00+00,2019/06/13 17:18:00+00,,186579,DRIVER,26,F,HISPANIC,W,2013,CHRYSLER,200,PASS,,29TH ST,L ST,S,N,CITATION,I,(I) WIRELESS DEVICE NOT HANDS FREE,VC,23123(A),(I) WIRELESS DEVICE NOT HANDS FREE,N,,,,,,N,,,,,
2488,CS0076248,400,2019/09/10 15:26:00+00,2019/09/10 15:26:00+00,CLEAR,294885,DRIVER,26,F,WHITE,W,2013,SCION,FR-S,PASS,,I STREET,9TH STREET,,N,CITATION,I,(I) NO EVIDENCE OF CURRENT REGISTRATION,VC,4000(A)(1),(I) NO EVIDENCE OF CURRENT REGISTRATION,N,,,,,,N,,,,,2D
2489,CS0193627,530,2019/06/25 15:53:00+00,2019/06/25 15:53:00+00,,200558,DRIVER,46,M,HISPANIC,W,2000,JAGUAR,,PASS,,GRAND AVE,WILLOW ST,N,N,CITATION,I,(I) DISPLAY OF LICENSE PLATES,VC,5200(A),(I) DISPLAY OF LICENSE PLATES,N,,,,,,N,,,,,
2490,CS0152976,592,2019/06/30 07:31:59+00,2019/06/30 07:31:59+00,CLEAR,205713,DRIVER,29,M,WHITE,W,2017,DODGE,JOURNEY,PTRK,,10TH ST,K ST,W,N,CITATION,I,(I) FAIL TO OBEY TRAFFIC CONTROL SIGNS,VC,21461(A),(I) FAIL TO OBEY TRAFFIC CONTROL SIGNS,N,,,,,,N,TRAINS BACKED UP. DRIVES DOWN FROM 12TH ST AND PASSES TRAINS ON WRONG SIDE OF ROAD.  DRIVING FOR RIDE SHARING.  SAID SORRY AND JUST FOLLOWING THE APP.    CITE SIGNED SOW,,,,LL
2491,CS0190525,876,2019/02/08 21:33:00+00,2019/02/08 21:32:00+00,,42036,DRIVER,35,M,EAST INDIAN,W,2013,NISSAN,ALTIMA,PASS,,DUCKHORN DR,SAINTSBURY DR,S,N,CITATION,I,(I)FAILURE TO STOP AT STOP SIGN,VC,22450(A),(I)FAILURE TO STOP AT STOP SIGN,N,,,,,,N,,,,,
2492,CS0025107,530,2019/07/25 15:13:00+00,2019/07/25 15:13:00+00,,237057,DRIVER,24,F,HISPANIC,W,2006,BMW,3 SERIES,PASS,,PEBBLEWOOD DR,AZEVEDO DR,E,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,,,,,
2493,CS0193766,530,2019/07/19 16:36:00+00,2019/07/19 16:36:00+00,,229721,DRIVER,42,M,WHITE,W,2005,FORD,F-350 SUPER DUTY,PASS,,DEL PASO BLVD,HELENA AVE,S,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,,,,,
2494,CS0194763,522,2019/08/29 15:10:00+00,2019/08/29 15:10:00+00,,280360,DRIVER,23,M,HISPANIC,W,2014,FORD,FUSION,PASS,,MENDEL WAY,WIESE WAY,,N,CITATION,I,(I) PROOF OF INSURANCE REQUIRED,VC,16028(A),(I) PROOF OF INSURANCE REQUIRED,N,,,,,,N,,,,,
